ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,Total CAT Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium,Avg CAT Loss,Avg Non-CAT Loss,Avg CAT Claims,Avg Non-CAT Claims,Avg Premium 2021,Claim Frequency,Average Claim Severity
94020,450521.25,2.25,3,84,66,154,9,0,0,0,0,0,0,26706,3,702027,330,1846.73417721519,84.5126582278481,0.0,0.0,0.00949367088607595,2127.3545454545456,0.00949367088607595,8902.0
94024,739100.4,0.75,2325,1997,362,341,10,0,0,305070,1,0,0,0,0,9597421,5019,1713.2552642034168,0.0,60.60190703218117,0.0001986491855383393,0.0,1912.2177724646344,0.0001986491855383393,305070.0
94025,616109.24,1.12,935,3352,1446,87,0,0,0,570410,8,0,0,0,0,10114054,5819,1552.9079037800686,0.0,98.0085910652921,0.0013745704467353953,0.0,1738.108609726757,0.0013745704467353953,71301.25
94030,487968.42,0.71,1741,1302,535,71,0,0,0,125234,1,0,0,0,0,4776781,3649,1203.2565086325021,0.0,34.32008769525898,0.0002740476842970677,0.0,1309.0657714442314,0.0002740476842970677,125234.0
94043,345272.94,0.31,1324,598,0,0,0,0,0,782,1,0,0,0,0,1761170,1893,844.9120707596254,0.0,0.4068678459937565,0.0005202913631633715,0.0,930.3592181722134,0.0005202913631633715,782.0
94044,377543.57,1.12,2500,2312,1471,943,12,10486,1,402321,3,2478,1,0,0,8445875,7273,1056.7818458137608,0.0,57.37565625863498,0.0006907985631389886,0.0,1161.264265090059,0.0006907985631389886,83057.0
94060,424625.45,1.68,36,46,59,50,3,0,0,0,0,0,0,139941,4,417275,190,1907.4615384615386,717.6461538461539,0.0,0.0,0.020512820512820513,2196.184210526316,0.020512820512820513,34985.25
94061,444423.25,0.6,2261,1937,373,23,0,0,0,11389,2,0,0,0,0,5800003,4548,1159.9383844981494,0.0,2.4796429349009363,0.00043544524276072284,0.0,1275.2864995602463,0.00043544524276072284,5694.5
94062,800877.79,1.27,1330,2117,1248,733,22,0,0,79940,2,0,0,27198,1,15065285,5484,2464.878165137615,4.99045871559633,14.66788990825688,0.0003669724770642202,0.0001834862385321101,2747.134390955507,0.0005504587155963303,35712.666666666664
94065,489296.16,0.35,891,460,8,0,0,0,0,11759,1,0,0,0,0,1787627,1349,1218.4101620029455,0.0,8.659057437407952,0.0007363770250368188,0.0,1325.1497405485545,0.0007363770250368188,11759.0
94066,372418.57,0.53,3582,1741,673,28,2,0,0,629601,4,0,0,0,0,6889315,6032,1044.5788250912713,0.0,104.48075008297378,0.0006637902422834385,0.0,1142.1278183023874,0.0006637902422834385,157400.25
94070,553912.88,0.87,2250,2329,741,363,13,0,0,159156,2,0,0,0,0,8178993,5691,1301.5328300561798,0.0,27.941713483146067,0.00035112359550561797,0.0,1437.1802846599894,0.00035112359550561797,79578.0
94080,358658.15,0.31,5691,2236,112,3,2,9334,1,389862,4,0,0,0,0,8707187,7993,1000.6703132769767,0.0,49.62655395325709,0.0006215813028344107,0.0,1089.3515576129114,0.0006215813028344107,79839.2
94085,283256.74,0.27,1039,391,0,0,0,3266,1,100000,1,625,1,0,0,1126707,1412,743.0118881118881,0.0,72.65104895104895,0.002097902097902098,0.0,797.9511331444759,0.002097902097902098,34630.333333333336
94086,353711.36,0.3,2453,1041,5,0,0,0,0,620061,3,0,0,6407,1,3352636,3470,887.8617142857142,1.8305714285714285,177.16028571428572,0.0008571428571428571,0.00028571428571428574,966.1775216138328,0.001142857142857143,156617.0
94087,413199.42,0.34,5116,2569,22,0,0,13295,1,237315,3,19757,1,0,0,7997327,7631,957.4563383936681,0.0,35.08070585182302,0.000648760866744518,0.0,1048.0051107325382,0.000648760866744518,54073.4
94089,268006.71,0.25,792,268,0,0,0,0,0,2578,1,0,0,0,0,848225,1051,744.1444759206798,0.0,2.4343720491029273,0.0009442870632672333,0.0,807.0647002854424,0.0009442870632672333,2578.0
94107,602981.52,0.5,510,461,14,0,0,0,0,96730,2,0,0,0,0,1849510,1016,1682.6426395939086,0.0,98.20304568527919,0.0020304568527918783,0.0,1820.3838582677165,0.0020304568527918783,48365.0
94109,1150981.84,0.59,194,179,29,0,0,0,0,651984,4,0,0,0,0,1833755,404,4148.637717121588,0.0,1617.8263027295286,0.009925558312655087,0.0,4538.997524752475,0.009925558312655087,162996.0
94112,361016.94,0.31,7035,3110,16,1,0,0,0,87795,2,0,0,3059,1,12199144,10149,1114.4860769457837,0.3009938010429991,8.638689363376956,0.0001967922857423989,9.839614287119945e-05,1202.0045324662528,0.00029518842861359833,30284.666666666668
94114,758832.12,0.53,1433,1411,67,4,0,0,0,264749,2,0,0,0,0,7002783,2992,2182.592656142759,0.0,90.85415236787921,0.0006863417982155113,0.0,2340.5023395721923,0.0006863417982155113,132374.5
94116,430122.66,0.31,5360,2410,11,0,0,0,0,211399,4,0,0,0,0,10893757,7812,1309.692198946151,0.0,27.16861585914407,0.0005140727412928929,0.0,1394.4901433691757,0.0005140727412928929,52849.75
94117,936999.44,0.68,551,698,94,9,0,0,0,28690,2,0,0,0,0,4287591,1398,2875.2758875739646,0.0,21.22041420118343,0.0014792899408284023,0.0,3066.9463519313304,0.0014792899408284023,14345.0
94118,877304.45,0.52,1361,1083,126,0,0,0,0,92058,2,0,0,0,0,8167432,2597,2952.5451361867704,0.0,35.82023346303502,0.0007782101167315176,0.0,3144.9487870619946,0.0007782101167315176,46029.0
94121,617973.66,0.39,2614,1555,42,0,0,0,0,160501,3,0,0,0,0,8233232,4232,1833.7019710282593,0.0,38.11469959629542,0.0007124198527665638,0.0,1945.4706994328922,0.0007124198527665638,53500.333333333336
94122,448924.37,0.33,4805,2308,11,1,0,0,0,255569,3,0,0,0,0,10589046,7148,1383.6669006176305,0.0,35.87436833239753,0.0004211117349803481,0.0,1481.399832120873,0.0004211117349803481,85189.66666666667
94124,329291.98,0.32,1948,917,2,0,0,0,0,145414,3,0,0,0,0,3372747,2829,1120.973491454482,0.0,50.719916288803624,0.0010463899546564353,0.0,1192.204665959703,0.0010463899546564353,48471.333333333336
94127,604326.83,0.47,2441,1686,153,9,0,899,1,0,0,0,0,0,0,7957907,4333,1700.8566099323853,0.0,0.20960596875728607,0.00023315458148752622,0.0,1836.581352411724,0.00023315458148752622,899.0
94131,553583.62,0.55,1971,1625,212,13,0,14114,1,458,1,13265,1,0,0,6450474,3861,1543.2295210677833,0.0,7.285265637267731,0.0007851347814708192,0.0,1670.6744366744367,0.0007851347814708192,9279.0
94132,413673.44,0.32,1944,896,2,1,0,0,0,63720,1,0,0,0,0,3839563,2860,1252.2821956368755,0.0,22.42083040112597,0.0003518648838845883,0.0,1342.5045454545455,0.0003518648838845883,63720.0
94134,332591.8,0.34,3023,1448,36,0,0,0,0,270909,3,0,0,0,0,5094149,4526,1047.5058797426225,0.0,60.10849789216774,0.0006656312402928778,0.0,1125.5300486080425,0.0006656312402928778,90303.0
94301,824382.09,1.23,186,1360,688,1,1,0,0,446877,2,0,0,0,0,5100095,2213,2064.662343470483,0.0,199.85554561717353,0.0008944543828264759,0.0,2304.606868504293,0.0008944543828264759,223438.5
94303,415193.31,0.46,2715,1895,143,3,0,0,0,38554,4,0,0,0,0,5517273,4648,1079.2243481917578,0.0,8.106391925988225,0.0008410428931875525,0.0,1187.02086919105,0.0008410428931875525,9638.5
94401,362259.13,0.34,1740,846,21,1,0,0,0,5960,1,0,0,0,0,2753976,2576,977.0126533742331,0.0,2.285276073619632,0.0003834355828220859,0.0,1069.0900621118012,0.0003834355828220859,5960.0
94403,443661.18,0.52,3265,2126,334,76,0,0,0,3437,2,0,0,0,0,6919756,5730,1099.7793864184764,0.0,0.5923819372630128,0.0003447087211306446,0.0,1207.63630017452,0.0003447087211306446,1718.5
94404,464615.26,0.34,2459,1246,7,1,0,0,0,15818,2,0,0,0,0,4489773,3658,1133.595744680851,0.0,4.2601669808779965,0.0005386479935362241,0.0,1227.3846364133406,0.0005386479935362241,7909.0
94501,439902.56,0.42,3369,2430,1,0,0,0,0,590579,4,0,0,0,0,8451612,5873,1316.5705172413793,0.0,101.82396551724138,0.000689655172413793,0.0,1439.0621488166184,0.000689655172413793,147644.75
94502,429613.67,0.41,1146,804,0,0,0,0,0,303145,3,0,0,0,0,2629596,1943,1235.471282051282,0.0,155.45897435897436,0.0015384615384615385,0.0,1353.3690169840454,0.0015384615384615385,101048.33333333333
94503,383913.27,0.38,2024,975,84,6,0,79654,7,8026,3,5042,3,320375,30,3783390,3048,1115.583036581418,103.71479443185497,30.016833926837165,0.004208481709291033,0.009711880867594691,1241.2696850393702,0.013920362576885724,9606.906976744185
94505,458223.47,0.33,2308,1129,0,0,1,0,0,1297,1,0,0,7529,1,4687034,3344,1252.588012801862,2.190573174279895,0.37736398021530404,0.0002909514111143439,0.0002909514111143439,1401.625,0.0005819028222286878,4413.0
94506,756025.49,0.89,1666,2113,886,122,10,0,0,390638,3,175,1,0,0,11090664,4925,1975.3249947884094,0.0,81.47029393370856,0.0008338544923910778,0.0,2251.911472081218,0.0008338544923910778,97703.25
94507,890113.05,1.61,64,1672,1156,460,16,0,0,25216,2,0,0,0,0,9752969,3454,2449.2253562945366,0.0,7.486935866983373,0.0005938242280285036,0.0,2823.67371163868,0.0005938242280285036,12608.0
94508,603742.49,2.58,0,18,137,219,10,0,0,0,0,0,0,322668,7,1053503,360,2508.7662337662337,838.0987012987013,0.0,0.0,0.01818181818181818,2926.3972222222224,0.01818181818181818,46095.42857142857
94509,292565.18,0.37,5811,2734,242,1,0,21274,2,759223,14,16842,1,79753,10,9998879,8700,1033.8940600819299,9.07521620391443,90.7304278561675,0.0019344560764679108,0.001137915339098771,1149.2964367816091,0.0030723714155666817,32484.88888888889
94510,391669.76,0.68,2188,1955,639,4,0,0,0,8067,2,0,0,5055,1,6259009,4768,1172.7718345173423,1.0562055996656916,1.6855411617216882,0.0004178854993731718,0.0002089427496865859,1312.7116191275168,0.0006268282490597576,4374.0
94513,410976.71,0.43,6938,4029,305,93,1,96244,3,102677,5,0,0,61080,5,15055261,11209,1198.6037304240717,5.373922224177371,17.501407707196904,0.0007038535984515221,0.0004399084990322013,1343.140422874476,0.0011437620974837233,20000.076923076922
94515,579584.54,1.4,213,381,181,195,12,9229,1,97941,5,2585,1,720488,22,2080615,923,2020.7675840978593,734.4424057084608,111.88073394495413,0.007135575942915392,0.022426095820591234,2254.187432286024,0.029561671763506627,28629.068965517243
94517,479344.96,0.74,1085,1092,352,29,5,2643,1,70562,2,270,1,0,0,4385266,2617,1468.3281310963714,0.0,28.667577058135,0.0015606710885680843,0.0,1675.684371417654,0.0015606710885680843,18368.75
94518,370681.57,0.44,2521,1442,183,8,0,0,0,171,1,0,0,0,0,5061531,4124,1097.811506981223,0.0,0.041165142031776604,0.00024073182474723158,0.0,1227.3353540252183,0.00024073182474723158,171.0
94519,302936.76,0.31,2350,1051,1,0,0,0,0,94843,1,0,0,0,0,3504141,3395,919.7439741328631,0.0,27.878600823045268,0.00029394473838918284,0.0,1032.1475699558173,0.00029394473838918284,94843.0
94520,259337.66,0.3,1927,767,23,0,0,9987,1,6556,2,1037,1,0,0,2560348,2667,860.2517482517483,0.0,6.470371733529628,0.001472211998527788,0.0,960.010498687664,0.001472211998527788,4395.0
94521,372165.0,0.41,4595,2486,261,5,0,0,0,84724,6,0,0,0,0,9177684,7348,1104.8150517147524,0.0,11.530212302667392,0.0008165487207403375,0.0,1249.0043549265106,0.0008165487207403375,14120.666666666666
94523,381283.35,0.62,2811,2010,523,116,2,0,0,591660,9,0,0,0,0,6673756,5415,1100.0627975100695,0.0,108.32295862321494,0.0016477480776272428,0.0,1232.4572483841182,0.0016477480776272428,65740.0
94525,353825.97,1.16,157,187,239,7,0,0,0,47219,1,0,0,0,0,809899,595,1199.8050847457628,0.0,80.03220338983051,0.001694915254237288,0.0,1361.1747899159664,0.001694915254237288,47219.0
94526,572430.78,1.01,1683,3019,1352,181,6,0,0,483811,6,0,0,0,0,12085209,6324,1647.9249879788429,0.0,77.54624138483732,0.0009616925789389325,0.0,1911.0071157495256,0.0009616925789389325,80635.16666666667
94530,394341.37,0.61,2423,1433,597,45,1,9504,1,211458,3,2263,1,0,0,6300982,4517,1261.798577145398,0.0,49.62761227212094,0.0011116051578479323,0.0,1394.9484170909896,0.0011116051578479323,44645.0
94531,382116.22,0.4,4221,1963,328,1,0,72398,5,366258,6,0,0,56884,7,8985564,6596,1249.3162904959313,8.733916781820973,67.35083678796254,0.0016889298326424075,0.0010747735298633502,1362.2747119466344,0.0027637033625057578,27530.0
94533,302618.93,0.36,6252,3028,147,11,2,163308,14,208533,16,29292,5,1369235,124,10219149,9486,971.2004024997352,145.03071708505456,42.48840165236734,0.003707234403135261,0.013134201885393496,1077.2874762808349,0.016841436288528758,11134.389937106918
94534,420735.83,0.66,3779,3010,831,117,31,81129,9,104871,16,9218,4,845663,74,11062634,7704,1260.1319346119192,108.85094606770498,25.1278156776934,0.003732784142103231,0.009525035397091002,1435.9597611630322,0.013257819539194233,10105.640776699029
94536,356049.71,0.28,6536,2298,104,5,0,0,0,11487,4,0,0,0,0,9908943,8843,1008.9334675164934,0.0,1.2844682992284469,0.00044727720004472774,0.0,1120.5408797919258,0.00044727720004472774,2871.75
94538,295210.65,0.22,4885,1406,1,0,0,37705,1,679609,4,20541,1,8340,1,5893842,6186,862.9342021614749,1.3254926891290528,117.26875397329943,0.0009535918626827717,0.0001589319771137953,952.7710960232783,0.0011125238397965672,106599.28571428571
94539,493668.25,0.32,6670,2051,378,18,5,1320,1,233762,3,0,0,0,0,12433902,9029,1244.710918658189,0.0,25.770883578162685,0.0004385003288752467,0.0,1377.1073208550226,0.0004385003288752467,58770.5
94541,302815.61,0.66,2832,1884,746,88,0,0,0,152273,3,0,0,0,0,6478229,5527,1046.5165765765767,0.0,27.436576576576577,0.0005405405405405405,0.0,1172.1058440383572,0.0005405405405405405,50757.666666666664
94542,482710.75,1.61,293,734,1116,343,5,0,0,20804,3,0,0,0,0,4513062,2522,1544.7330389401848,0.0,8.35166599759133,0.0012043356081894822,0.0,1789.47739888977,0.0012043356081894822,6934.666666666667
94544,288167.18,0.3,4969,1725,98,45,0,0,0,318115,6,0,0,15031,1,7441069,6747,988.5125054848618,2.198478864999269,46.52844814977329,0.0008775778850372971,0.0001462629808395495,1102.8707573736476,0.0010238408658768466,47592.28571428572
94545,311219.61,0.26,3208,1118,2,0,0,0,0,1375,1,0,0,0,0,4525033,4270,945.786044362292,0.0,0.31769870609981515,0.0002310536044362292,0.0,1059.7266978922717,0.0002310536044362292,1375.0
94546,358693.66,0.66,3262,2483,803,89,1,0,0,102293,4,0,0,4282,2,8171689,6628,1089.8324796625488,0.645073817414884,15.410213919855378,0.0006025911419102139,0.00030129557095510696,1232.9041943270972,0.0009038867128653209,17762.5
94547,381300.67,0.63,2051,1245,591,13,0,41398,2,1707,1,20436,2,10766,1,4846954,3853,1109.7316072801846,2.7598051781594464,16.28838759292489,0.001281722635221738,0.0002563445270443476,1257.9688554373215,0.0015380671622660857,12384.5
94548,399375.25,0.4,45,21,4,0,0,0,0,3714,1,0,0,0,0,116125,69,1587.7857142857142,0.0,53.05714285714286,0.014285714285714285,0.0,1682.9710144927535,0.014285714285714285,3714.0
94549,695942.07,1.8,113,2462,1337,1584,12,0,0,101603,2,0,0,0,0,13509909,5696,2063.625749046668,0.0,18.44979117486835,0.0003631741420010895,0.0,2371.823911516854,0.0003631741420010895,50801.5
94550,444020.45,0.49,5058,4186,137,28,20,0,0,22647,3,0,0,40943,2,11954472,9272,1148.1334040296924,4.341781548250265,2.401590668080594,0.0003181336161187699,0.00021208907741251324,1289.3088869715273,0.0005302226935312832,12718.0
94551,343705.35,0.43,3474,2293,95,8,0,109798,1,3872,1,47892,1,0,0,6561212,5828,1007.0875638841567,0.0,27.523339011925042,0.0005110732538330494,0.0,1125.8085106382978,0.0005110732538330494,53854.0
94552,470836.85,1.5,546,800,1296,342,21,0,0,15098,2,0,0,0,0,5465995,3031,1556.6077844311378,0.0,5.022621423819029,0.0006653359946773121,0.0,1803.3635763774332,0.0006653359946773121,7549.0
94553,359534.19,0.65,4272,3159,840,184,21,0,0,270713,5,0,0,808,1,10598089,8462,1108.6936873156342,0.09533923303834808,31.942536873156342,0.0005899705014749262,0.00011799410029498526,1252.4331127393052,0.0007079646017699115,45253.5
94556,598353.44,1.6,66,1479,701,509,6,10951,1,236731,1,0,0,0,0,5884726,2868,1772.2735507246377,0.0,89.73985507246377,0.0007246376811594203,0.0,2051.857043235704,0.0007246376811594203,123841.0
94558,458180.26,0.85,4023,4955,1188,541,49,12046,1,2631239,9,0,0,565255,31,16233828,10506,1330.3966719345542,52.54764339499861,245.72696848563726,0.0009296272194849865,0.002881844380403458,1545.1958880639634,0.0038114715998884448,78257.0731707317
94559,371698.61,0.54,1884,1410,135,59,5,0,0,323880,4,0,0,2945,1,4248524,3497,1079.2713999427426,0.8431148010306327,92.72258803320928,0.001145147437732608,0.000286286859433152,1214.9053474406635,0.0014314342971657602,65365.0
94560,327879.71,0.25,5070,1655,1,0,0,0,0,158757,3,0,0,14195,1,6912984,6718,928.5151650312221,2.1104668450787987,23.603479036574488,0.00044603033006244426,0.0001486767766874814,1029.024114319738,0.0005947071067499256,43238.0
94561,354168.99,0.37,4766,2692,44,0,0,115407,5,522621,11,75083,4,35781,5,8674977,7672,1024.0961205172644,4.770163978136249,95.06879082788961,0.0026663111585121984,0.0006665777896280496,1130.732142857143,0.003332888948140248,29955.68
94563,757116.98,1.95,90,1855,819,1735,30,0,0,405236,4,0,0,0,0,12395115,4789,2283.5154593639577,0.0,89.49558303886926,0.0008833922261484099,0.0,2588.2470244309875,0.0008833922261484099,101309.0
94564,327504.41,0.79,1590,1282,707,57,0,26993,2,17199,2,17126,1,40924,2,4181364,3631,1025.614411441144,11.255225522552255,16.864136413641365,0.0013751375137513752,0.00055005500550055,1151.5736711649683,0.0019251925192519251,14606.0
94565,290141.68,0.43,7482,3346,769,29,2,132521,9,678221,12,23623,5,33441,4,12802997,11600,993.3490712074304,2.8759029927760578,71.7548159614723,0.002235982112143103,0.0003439972480220158,1103.7066379310345,0.0025799793601651187,28926.866666666665
94566,547138.42,0.58,3870,3014,599,56,7,0,0,271210,2,0,0,0,0,12227200,7423,1452.4879374337222,0.0,35.950424178154826,0.0002651113467656416,0.0,1647.2046342449144,0.0002651113467656416,135605.0
94567,351406.58,2.99,0,6,8,65,18,0,0,0,0,0,0,7897,1,173468,92,1813.1340206185566,81.41237113402062,0.0,0.0,0.010309278350515464,1885.5217391304348,0.010309278350515464,7897.0
94568,450204.44,0.5,5598,2030,962,138,4,0,0,18236,3,0,0,0,0,10919251,8689,1107.0383690298934,0.0,2.0886496392165848,0.0003436032527774596,0.0,1256.6752215444815,0.0003436032527774596,6078.666666666667
94571,297786.22,0.34,1942,835,68,0,0,47751,2,225,1,13053,1,0,0,2688198,2938,816.5163444639719,0.0,21.451318101933214,0.00140597539543058,0.0,914.9754935330157,0.00140597539543058,15257.25
94572,307062.53,0.38,948,452,49,0,0,0,0,151397,5,0,0,5882,1,1524254,1442,966.1456176673568,4.059351276742581,104.48378191856453,0.003450655624568668,0.0006901311249137336,1057.0416088765603,0.004140786749482402,26213.166666666668
94574,782222.24,1.4,305,559,204,280,30,25871,2,24747,2,11136,1,1295162,29,3670255,1214,2916.0689404934687,939.8853410740203,44.81422351233672,0.00362844702467344,0.02104499274310595,3023.2742998352555,0.02467343976777939,39909.294117647056
94576,811366.53,2.99,1,0,0,37,3,0,0,0,0,0,0,544484,4,76032,26,2838.829268292683,13280.09756097561,0.0,0.0,0.0975609756097561,2924.3076923076924,0.0975609756097561,136121.0
94577,325438.81,0.39,3731,1928,122,21,0,0,0,116411,4,1215,1,0,0,6573625,5756,1025.908511371468,0.0,20.266368022053754,0.0008614748449345279,0.0,1142.0474287699792,0.0008614748449345279,23525.2
94578,285710.29,0.31,2490,1033,28,0,0,0,0,85401,5,0,0,5364,1,3640019,3502,943.5201351731906,1.510560405519572,24.04984511405238,0.0014080540692762602,0.000281610813855252,1039.4114791547688,0.0016896648831315122,15127.5
94579,291062.73,0.32,2183,1034,1,0,0,0,0,236810,4,0,0,0,0,3185972,3158,914.0643256681168,0.0,73.58918582970789,0.001243008079552517,0.0,1008.8575047498417,0.001243008079552517,59202.5
94580,277820.6,0.33,2941,1475,1,0,0,0,0,3815,1,0,0,0,0,4380565,4335,911.8222373188406,0.0,0.8639039855072463,0.00022644927536231884,0.0,1010.5109573241061,0.00022644927536231884,3815.0
94582,534069.64,0.38,4697,1401,521,17,3,0,0,99282,3,0,0,0,0,9513025,6433,1305.1688507305316,0.0,14.954360596475373,0.00045187528242205153,0.0,1478.7851702160733,0.00045187528242205153,33094.0
94583,464565.85,0.71,2763,2466,841,64,6,0,0,125608,2,0,0,0,0,9144468,6145,1315.8950969213226,0.0,20.46066134549601,0.00032578595862518323,0.0,1488.1152156224573,0.00032578595862518323,62804.0
94585,289358.98,0.3,3243,1394,4,1,0,128092,14,515072,8,10788,4,466032,51,4966031,4566,974.6380090497737,100.41628959276018,140.9075630252101,0.0056022408963585435,0.01098901098901099,1087.6108190976786,0.016591251885369532,14545.246753246753
